Mod:Item:MetaData, Localized Name
ic2:te:66, Personal Safe
ic2:te:67, Trade-O-Mat
ic2:te:94, Trading Terminal
ic2:te:68, Charge Pad (BatBox)
ic2:te:68, Charge Pad (BatBox)
ic2:te:69, Charge Pad (CESU)
ic2:te:69, Charge Pad (CESU)
ic2:te:70, Charge Pad (MFE)
ic2:te:70, Charge Pad (MFE)
ic2:te:71, Charge Pad (MFSU)
ic2:te:71, Charge Pad (MFSU)
ic2:te:72, BatBox
ic2:te:72, BatBox
ic2:te:73, CESU
ic2:te:73, CESU
ic2:te:74, MFE
ic2:te:74, MFE
ic2:te:75, MFSU
ic2:te:75, MFSU
ic2:te:76, Electrolyzer
ic2:te:77, LV-Transformer
ic2:te:78, MV-Transformer
ic2:te:79, HV-Transformer
ic2:te:80, EV-Transformer
ic2:te:81, Tank
ic2:te:82, Chunk Loader
ic2:te:83, Compact Item Buffer
ic2:te:86, Creative Generator
ic2:te:87, Steam Re-Pressurizer
ic2:te:90, Weighted Fluid Distributor
ic2:te:91, Weighted Item Distributor
ic2:te:84, Reactor Coolant Injector (RSH)
ic2:te:85, Reactor Coolant Injector (LZH)
ic2:te:88, Industrial Workbench
ic2:te:89, Batch Crafter
ic2:te:100, Coke Kiln
ic2:te:101, Coke Kiln Hatch
ic2:te:102, Coke Kiln Grate
ic2:te:111, Wooden Storage Box
ic2:te:112, Iron Storage Box
ic2:te:113, Bronze Storage Box
ic2:te:114, Steel Storage Box
ic2:te:115, Iridium Storage Box
ic2:te:131, Bronze Tank
ic2:te:132, Iron Tank
ic2:te:133, Steel Tank
ic2:te:134, Iridium Tank
ic2:resource:0, Basalt
ic2:resource:1, Copper Ore
ic2:resource:2, Lead Ore
ic2:resource:3, Tin Ore
ic2:resource:4, Uranium Ore
ic2:resource:5, Bronze Block
ic2:resource:6, Copper Block
ic2:resource:7, Lead Block
ic2:resource:8, Steel Block
ic2:resource:9, Tin Block
ic2:resource:10, Uranium Block
ic2:resource:11, Reinforced Stone
ic2:resource:12, Basic Machine Casing
ic2:resource:13, Advanced Machine Casing
ic2:resource:14, Reactor Pressure Vessel
ic2:resource:15, Silver Block
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Scaffold
ic2:scaffold:1, Reinforced Scaffold
ic2:scaffold:2, Iron Scaffold
ic2:scaffold:3, Reinforced Iron Scaffold
ic2:fence:0, Iron Fence
ic2:sheet:0, Resin Sheet
ic2:sheet:1, Rubber Sheet
ic2:sheet:2, Wool Sheet
ic2:glass:0, Reinforced Glass
ic2:foam:0, Construction Foam
ic2:foam:1, Reinforced Construction Foam
ic2:wall:0, Construction Foam Wall (Black)
ic2:wall:1, Construction Foam Wall (Blue)
ic2:wall:2, Construction Foam Wall (Brown)
ic2:wall:3, Construction Foam Wall (Cyan)
ic2:wall:4, Construction Foam Wall (Gray)
ic2:wall:5, Construction Foam Wall (Green)
ic2:wall:6, Construction Foam Wall (Light Blue)
ic2:wall:7, Construction Foam Wall (Light Gray)
ic2:wall:8, Construction Foam Wall (Lime)
ic2:wall:9, Construction Foam Wall (Magenta)
ic2:wall:10, Construction Foam Wall (Orange)
ic2:wall:11, Construction Foam Wall (Pink)
ic2:wall:12, Construction Foam Wall (Purple)
ic2:wall:13, Construction Foam Wall (Red)
ic2:wall:14, Construction Foam Wall (White)
ic2:wall:15, Construction Foam Wall (Yellow)
ic2:mining_pipe:0, Mining Pipe
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:milk, ic2.milk.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Damaged Rubber Dinghy
ic2:boat:1, Rubber Dinghy
ic2:boat:2, Carbon Fiber Canoe
ic2:boat:3, Electric Boat
ic2:barrel, ic2.barrel.name
ic2:mug:0, Stone Mug
ic2:mug:1, Cold Coffee
ic2:mug:2, Dark Coffee
ic2:mug:3, Coffee
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, Crushed Copper Ore
ic2:crushed:1, Crushed Gold Ore
ic2:crushed:2, Crushed Iron Ore
ic2:crushed:3, Crushed Lead Ore
ic2:crushed:4, Crushed Silver Ore
ic2:crushed:5, Crushed Tin Ore
ic2:crushed:6, Crushed Uranium Ore
ic2:purified:0, Purified Crushed Copper Ore
ic2:purified:1, Purified Crushed Gold Ore
ic2:purified:2, Purified Crushed Iron Ore
ic2:purified:3, Purified Crushed Lead Ore
ic2:purified:4, Purified Crushed Silver Ore
ic2:purified:5, Purified Crushed Tin Ore
ic2:purified:6, Purified Crushed Uranium Ore
ic2:dust:0, Bronze Dust
ic2:dust:1, Clay Dust
ic2:dust:2, Coal Dust
ic2:dust:3, Hydrated Coal Dust
ic2:dust:4, Copper Dust
ic2:dust:5, Diamond Dust
ic2:dust:6, Energium Dust
ic2:dust:7, Gold Dust
ic2:dust:8, Iron Dust
ic2:dust:9, Lapis Lazuli Dust
ic2:dust:10, Lead Dust
ic2:dust:11, Lithium Dust
ic2:dust:12, Obsidian Dust
ic2:dust:13, Silicon Dioxide
ic2:dust:14, Silver Dust
ic2:dust:15, Stone Dust
ic2:dust:16, Sulfur Dust
ic2:dust:17, Tin Dust
ic2:dust:18, Tiny Pile of Bronze Dust
ic2:dust:19, Tiny Pile of Copper Dust
ic2:dust:20, Tiny Pile of Gold Dust
ic2:dust:21, Tiny Pile of Iron Dust
ic2:dust:22, Tiny Pile of Lapis Dust
ic2:dust:23, Tiny Pile of Lead Dust
ic2:dust:24, Tiny Pile of Lithium Dust
ic2:dust:25, Tiny Pile of Obsidian Dust
ic2:dust:26, Tiny Pile of Silver Dust
ic2:dust:27, Tiny Pile of Sulfur Dust
ic2:dust:28, Tiny Pile of Tin Dust
ic2:dust:29, Hydrated Tin Dust
ic2:dust:30, Netherrack Dust
ic2:dust:31, Ender Pearl Dust
ic2:dust:32, Ender Eye Dust
ic2:dust:33, Milk Powder
ic2:dust:34, Emerald Dust
ic2:dust:35, Tiny Pile of Emerald Dust
ic2:dust:36, Tiny Pile of Diamond Dust
ic2:ingot:0, Mixed Metal Ingot
ic2:ingot:1, Bronze Ingot
ic2:ingot:2, Copper Ingot
ic2:ingot:3, Lead Ingot
ic2:ingot:4, Silver Ingot
ic2:ingot:5, Steel Ingot
ic2:ingot:6, Tin Ingot
ic2:plate:0, Bronze Plate
ic2:plate:1, Copper Plate
ic2:plate:2, Gold Plate
ic2:plate:3, Iron Plate
ic2:plate:4, Lapis Lazuli Plate
ic2:plate:5, Lead Plate
ic2:plate:6, Obsidian Plate
ic2:plate:7, Steel Plate
ic2:plate:8, Tin Plate
ic2:plate:9, Dense Bronze Plate
ic2:plate:10, Dense Copper Plate
ic2:plate:11, Dense Gold Plate
ic2:plate:12, Dense Iron Plate
ic2:plate:13, Dense Lapis Lazuli Plate
ic2:plate:14, Dense Lead Plate
ic2:plate:15, Dense Obsidian Plate
ic2:plate:16, Dense Steel Plate
ic2:plate:17, Dense Tin Plate
ic2:casing:0, Bronze Item Casing
ic2:casing:1, Copper Item Casing
ic2:casing:2, Gold Item Casing
ic2:casing:3, Iron Item Casing
ic2:casing:4, Lead Item Casing
ic2:casing:5, Steel Item Casing
ic2:casing:6, Tin Item Casing
ic2:nuclear:0, Enriched Uranium Nuclear Fuel
ic2:nuclear:1, Uranium 235
ic2:nuclear:2, Uranium 238
ic2:nuclear:3, Plutonium
ic2:nuclear:4, MOX Nuclear Fuel
ic2:nuclear:5, Tiny Pile of Uranium 235
ic2:nuclear:6, Tiny Pile of Uranium 238
ic2:nuclear:7, Tiny Pile of Plutonium
ic2:nuclear:8, Pellets of Enriched Uranium Nuclear Fuel
ic2:nuclear:9, Pellets of MOX Nuclear Fuel
ic2:nuclear:10, Pellets of RTG Fuel
ic2:nuclear:11, Fuel Rod (Depleted Uranium)
ic2:nuclear:12, Dual Fuel Rod (Depleted Uranium)
ic2:nuclear:13, Quad Fuel Rod (Depleted Uranium)
ic2:nuclear:14, Fuel Rod (Depleted MOX)
ic2:nuclear:15, Dual Fuel Rod (Depleted MOX)
ic2:nuclear:16, Quad Fuel Rod (Depleted MOX)
ic2:misc_resource:0, Ashes
ic2:misc_resource:1, Iridium Ore
ic2:misc_resource:2, Iridium Shard
ic2:misc_resource:3, UU-Matter
ic2:misc_resource:4, Sticky Resin
ic2:misc_resource:5, Slag
ic2:misc_resource:6, Iodine
ic2:misc_resource:7, Water
ic2:misc_resource:8, Lava
ic2:crafting:0, Rubber
ic2:crafting:1, Electronic Circuit
ic2:crafting:2, Advanced Circuit
ic2:crafting:3, Advanced Alloy
ic2:crafting:4, Iridium Reinforced Plate
ic2:crafting:5, Coil
ic2:crafting:6, Electric Motor
ic2:crafting:7, Heat Conductor
ic2:crafting:8, Copper Boiler
ic2:crafting:9, Fuel Rod (Empty)
ic2:crafting:10, Tin Can
ic2:crafting:11, Small Power Unit
ic2:crafting:12, Power Unit
ic2:crafting:13, Raw Carbon Fibre
ic2:crafting:14, Raw Carbon Mesh
ic2:crafting:15, Carbon Plate
ic2:crafting:16, Coal Ball
ic2:crafting:17, Compressed Coal Ball
ic2:crafting:18, Coal Chunk
ic2:crafting:19, Industrial Diamond
ic2:crafting:20, Plantball
ic2:crafting:21, Bio Chaff
ic2:crafting:23, Scrap
ic2:crafting:24, Scrap Box
ic2:crafting:25, CF Powder
ic2:crafting:27, Crystal Memory (raw)
ic2:crafting:29, Shaft (Iron)
ic2:crafting:30, Shaft (Steel)
ic2:crafting:31, Wood Rotor Blade
ic2:crafting:32, Iron Rotor Blade
ic2:crafting:33, Steel Rotor Blade
ic2:crafting:34, Carbon Rotor Blade
ic2:crafting:35, Steam Turbine Blade
ic2:crafting:36, Steam Turbine
ic2:crafting:37, Jetpack Attachment Plate
ic2:crafting:38, Industrial Credit
ic2:crafting:41, Bronze Rotor Blade
ic2:crafting:42, Shaft (Bronze)
ic2:block_cutting_blade:0, Block Cutting Blade (Iron)
ic2:block_cutting_blade:1, Block Cutting Blade (Steel)
ic2:block_cutting_blade:2, Block Cutting Blade (Diamond)
ic2:upgrade_kit:0, MFSU Upgrade Kit
ic2:crop_stick, ic2.crop_stick.name
ic2:crop_res:0, Coffee Beans
ic2:crop_res:1, Coffee Powder
ic2:crop_res:2, Fertilizer
ic2:crop_res:3, Grin Powder
ic2:crop_res:4, Hops
ic2:crop_res:5, Weed
ic2:crop_res:6, Milk Wart
ic2:crop_res:7, Oil Berry
ic2:crop_res:8, Bobs-Yer-Uncle-Ranks Berry
ic2:terra_wart, ic2.terra_wart.name
ic2:cropnalyzer, ic2.cropnalyzer.name
ic2:re_battery, ic2.re_battery.name
ic2:advanced_re_battery, ic2.advanced_re_battery.name
ic2:energy_crystal, ic2.energy_crystal.name
ic2:lapotron_crystal, ic2.lapotron_crystal.name
ic2:single_use_battery, ic2.single_use_battery.name
ic2:charging_re_battery, ic2.charging_re_battery.name
ic2:advanced_charging_re_battery, ic2.advanced_charging_re_battery.name
ic2:charging_energy_crystal, ic2.charging_energy_crystal.name
ic2:charging_lapotron_crystal, ic2.charging_lapotron_crystal.name
ic2:heat_storage, ic2.heat_storage.name
ic2:tri_heat_storage, ic2.tri_heat_storage.name
ic2:hex_heat_storage, ic2.hex_heat_storage.name
ic2:plating, ic2.plating.name
ic2:heat_plating, ic2.heat_plating.name
ic2:containment_plating, ic2.containment_plating.name
ic2:heat_exchanger, ic2.heat_exchanger.name
ic2:reactor_heat_exchanger, ic2.reactor_heat_exchanger.name
ic2:component_heat_exchanger, ic2.component_heat_exchanger.name
ic2:advanced_heat_exchanger, ic2.advanced_heat_exchanger.name
ic2:heat_vent, ic2.heat_vent.name
ic2:reactor_heat_vent, ic2.reactor_heat_vent.name
ic2:overclocked_heat_vent, ic2.overclocked_heat_vent.name
ic2:component_heat_vent, ic2.component_heat_vent.name
ic2:advanced_heat_vent, ic2.advanced_heat_vent.name
ic2:neutron_reflector, ic2.neutron_reflector.name
ic2:thick_neutron_reflector, ic2.thick_neutron_reflector.name
ic2:iridium_reflector, ic2.iridium_reflector.name
ic2:rsh_condensator, ic2.rsh_condensator.name
ic2:lzh_condensator, ic2.lzh_condensator.name
ic2:heatpack, ic2.heatpack.name
ic2:uranium_fuel_rod, ic2.uranium_fuel_rod.name
ic2:dual_uranium_fuel_rod, ic2.dual_uranium_fuel_rod.name
ic2:quad_uranium_fuel_rod, ic2.quad_uranium_fuel_rod.name
ic2:mox_fuel_rod, ic2.mox_fuel_rod.name
ic2:dual_mox_fuel_rod, ic2.dual_mox_fuel_rod.name
ic2:quad_mox_fuel_rod, ic2.quad_mox_fuel_rod.name
ic2:lithium_fuel_rod, ic2.lithium_fuel_rod.name
ic2:depleted_isotope_fuel_rod, ic2.depleted_isotope_fuel_rod.name
ic2:tfbp:0, TFBP - Empty
ic2:tfbp:1, TFBP - Chilling
ic2:tfbp:2, TFBP - Cultivation
ic2:tfbp:3, TFBP - Desertification
ic2:tfbp:4, TFBP - Flatification
ic2:tfbp:5, TFBP - Irrigation
ic2:tfbp:6, TFBP - Mushroom
ic2:bronze_axe, ic2.bronze_axe.name
ic2:bronze_hoe, ic2.bronze_hoe.name
ic2:bronze_pickaxe, ic2.bronze_pickaxe.name
ic2:bronze_shovel, ic2.bronze_shovel.name
ic2:bronze_sword, ic2.bronze_sword.name
ic2:cutter, ic2.cutter.name
ic2:debug_item, ic2.debug_item.name
ic2:foam_sprayer:0, CF Sprayer
ic2:foam_sprayer:0, CF Sprayer
ic2:forge_hammer, ic2.forge_hammer.name
ic2:frequency_transmitter, ic2.frequency_transmitter.name
ic2:meter, ic2.meter.name
ic2:tool_box, ic2.tool_box.name
ic2:treetap, ic2.treetap.name
ic2:wrench, ic2.wrench.name
ic2:wrench_new, ic2.wrench_new.name
ic2:crowbar, ic2.crowbar.name
ic2:containment_box, ic2.containment_box.name
ic2:weeding_trowel, ic2.weeding_trowel.name
ic2:crop_seed_bag, ic2.crop_seed_bag.name
ic2:advanced_scanner, ic2.advanced_scanner.name
ic2:chainsaw, ic2.chainsaw.name
ic2:diamond_drill, ic2.diamond_drill.name
ic2:drill, ic2.drill.name
ic2:electric_hoe, ic2.electric_hoe.name
ic2:electric_treetap, ic2.electric_treetap.name
ic2:electric_wrench, ic2.electric_wrench.name
ic2:iridium_drill, ic2.iridium_drill.name
ic2:mining_laser, ic2.mining_laser.name
ic2:nano_saber, ic2.nano_saber.name
ic2:obscurator, ic2.obscurator.name
ic2:scanner, ic2.scanner.name
ic2:wind_meter, ic2.wind_meter.name
ic2:painter:0, Painter
ic2:painter:0, Black Painter
ic2:painter:0, Blue Painter
ic2:painter:0, Brown Painter
ic2:painter:0, Cyan Painter
ic2:painter:0, Dark Grey Painter
ic2:painter:0, Green Painter
ic2:painter:0, Light Blue Painter
ic2:painter:0, Light Grey Painter
ic2:painter:0, Lime Painter
ic2:painter:0, Magenta Painter
ic2:painter:0, Orange Painter
ic2:painter:0, Pink Painter
ic2:painter:0, Purple Painter
ic2:painter:0, Red Painter
ic2:painter:0, White Painter
ic2:painter:0, Yellow Painter
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:cable:0, Copper Cable
ic2:cable:0, Insulated Copper Cable
ic2:cable:1, Glass Fibre Cable
ic2:cable:2, Gold Cable
ic2:cable:2, Insulated Gold Cable
ic2:cable:2, 2x Ins. Gold Cable
ic2:cable:3, HV Cable
ic2:cable:3, Insulated HV Cable
ic2:cable:3, 2x Ins. HV Cable
ic2:cable:3, 3x Ins. HV Cable
ic2:cable:4, Tin Cable
ic2:cable:4, Insulated Tin Cable
ic2:cable:5, EU-Detector Cable
ic2:cable:6, EU-Splitter Cable
ic2:upgrade:0, Overclocker Upgrade
ic2:upgrade:1, Transformer Upgrade
ic2:upgrade:2, Energy Storage Upgrade
ic2:upgrade:3, Redstone Signal Inverter Upgrade
ic2:upgrade:4, Ejector Upgrade
ic2:upgrade:5, Advanced Ejector Upgrade
ic2:upgrade:6, Pulling Upgrade
ic2:upgrade:7, Advanced Pulling Upgrade
ic2:upgrade:8, Fluid Ejector Upgrade
ic2:upgrade:9, Fluid Pulling Upgrade
ic2:upgrade:10, Remote Interface Upgrade
ic2:filled_tin_can, ic2.filled_tin_can.name
ic2:filled_fuel_can, ic2.filled_fuel_can.name
